Timestamp,Sheet,Metric,Stage,Model,WMAPE,MAE,MAPE,Accuracy
2026-02-03 12:16:35,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 12:16:35,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 12:16:41,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-03 12:16:41,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-03 12:16:42,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-03 12:16:44,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-03 12:16:44,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-03 12:16:44,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-03 12:16:45,Sheet1,Canceled,Multivariate,LightGBM,0.72938,27.81352,0.86457,27.06
2026-02-03 12:16:45,Sheet1,Canceled,Multivariate,XGBoost,1.08044,41.20061,1.19452,-8.04
2026-02-03 12:16:46,Sheet1,Canceled,Multivariate,HistGB,0.72955,27.82014,0.82449,27.05
2026-02-03 12:16:46,Sheet1,Canceled,Multivariate,ExtraTrees,0.57776,22.03201,0.52090,42.22
2026-02-03 12:16:46,Sheet1,Canceled,Multivariate,Ridge,0.58582,22.33933,0.50353,41.42
2026-02-03 12:16:46,Sheet1,Canceled,Multivariate,Huber,0.59250,22.59396,0.51047,40.75
2026-02-03 12:16:48,Sheet1,Canceled,Multivariate,ExtraTrees,0.57038,21.75032,0.52090,42.96
2026-02-03 12:16:48,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,0.00
2026-02-03 12:16:48,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,0.00
2026-02-03 12:16:48,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,0.00
2026-02-03 12:16:48,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,0.00
2026-02-03 12:25:12,Sheet2,APO Canceled,Univariate,Baseline_SMA,0.60000,0.10000,1.00000,0.00
2026-02-03 12:25:12,Sheet2,APO Canceled,Multivariate,Baseline_SMA,0.60000,0.10000,1.00000,0.00
2026-02-03 12:25:12,Sheet2,APO Canceled,Univariate,Baseline_SMA,0.60000,0.10000,1.00000,0.00
2026-02-03 12:25:12,Sheet2,APO Canceled,Multivariate,Baseline_SMA,0.60000,0.10000,1.00000,0.00
2026-02-03 12:25:12,Sheet2,APO Closed Complete,Univariate,Baseline_SMA,0.53486,7.67241,0.89917,46.51
2026-02-03 12:25:12,Sheet2,APO Closed Complete,Multivariate,Baseline_SMA,0.53486,7.67241,0.89917,46.51
2026-02-03 12:25:17,Sheet2,APO Closed Complete,Univariate,TBATS,0.78788,11.30201,1.12122,21.21
2026-02-03 12:25:17,Sheet2,APO Closed Complete,Univariate,Prophet,0.42755,6.13310,0.76048,57.25
2026-02-03 12:25:18,Sheet2,APO Closed Complete,Univariate,LightGBM,1.16563,16.72070,2.14559,-16.56
2026-02-03 12:25:20,Sheet2,APO Closed Complete,Univariate,HistGB,1.08937,15.62688,2.04811,-8.94
2026-02-03 12:25:20,Sheet2,APO Closed Complete,Univariate,ExpSmoothing,0.50155,7.19465,1.08606,49.85
2026-02-03 12:25:20,Sheet2,APO Closed Complete,Univariate,SARIMAX,0.47358,6.79345,0.97955,52.64
2026-02-03 12:25:20,Sheet2,APO Closed Complete,Multivariate,LightGBM,0.99342,14.25048,1.96840,0.66
2026-02-03 12:25:21,Sheet2,APO Closed Complete,Multivariate,XGBoost,1.09690,15.73491,2.15782,-9.69
2026-02-03 12:25:21,Sheet2,APO Closed Complete,Multivariate,HistGB,1.01086,14.50064,2.03034,-1.09
2026-02-03 12:25:21,Sheet2,APO Closed Complete,Multivariate,ExtraTrees,1.21163,17.38067,2.27136,-21.16
2026-02-03 12:25:21,Sheet2,APO Closed Complete,Multivariate,Ridge,0.82304,11.80640,1.56242,17.70
2026-02-03 12:25:21,Sheet2,APO Closed Complete,Multivariate,Huber,0.56295,8.07539,1.10660,43.71
2026-02-03 12:25:22,Sheet2,Manual  Batch,Univariate,Baseline_SMA,0.59943,6.22167,0.43978,40.06
2026-02-03 12:25:22,Sheet2,Manual  Batch,Multivariate,Baseline_SMA,0.59943,6.22167,0.43978,40.06
2026-02-03 12:25:25,Sheet2,Manual  Batch,Univariate,TBATS,0.60406,6.26971,0.39048,39.59
2026-02-03 12:25:26,Sheet2,Manual  Batch,Univariate,LightGBM,0.79869,8.28981,0.75905,20.13
2026-02-03 12:25:28,Sheet2,Manual  Batch,Univariate,HistGB,0.75259,7.81137,0.68854,24.74
2026-02-03 12:25:28,Sheet2,Manual  Batch,Univariate,ExpSmoothing,0.43215,4.48541,0.34188,56.79
2026-02-03 12:25:28,Sheet2,Manual  Batch,Multivariate,LightGBM,0.43246,4.48867,0.36230,56.75
2026-02-03 12:25:29,Sheet2,Manual  Batch,Multivariate,XGBoost,0.42673,4.42916,0.33189,57.33
2026-02-03 12:25:29,Sheet2,Manual  Batch,Multivariate,HistGB,0.48756,5.06049,0.43349,51.24
2026-02-03 12:25:29,Sheet2,Manual  Batch,Multivariate,ExtraTrees,0.38120,3.95662,0.26858,61.88
2026-02-03 12:25:29,Sheet2,Manual  Batch,Multivariate,Ridge,0.43769,4.54293,0.32072,56.23
2026-02-03 12:25:29,Sheet2,Manual  Batch,Multivariate,Huber,0.44833,4.65340,0.34549,55.17
2026-02-03 12:25:32,Sheet2,Manual  Batch,Multivariate,ExtraTrees,0.38120,3.95662,0.26858,61.88
2026-02-03 12:25:32,Sheet2,Manual MIR 6,Univariate,Baseline_SMA,0.60137,18.74631,0.48516,39.86
2026-02-03 12:25:32,Sheet2,Manual MIR 6,Multivariate,Baseline_SMA,0.60137,18.74631,0.48516,39.86
2026-02-03 12:25:37,Sheet2,Manual MIR 6,Univariate,TBATS,0.65772,20.50283,0.65244,34.23
2026-02-03 12:25:37,Sheet2,Manual MIR 6,Univariate,Prophet,0.40875,12.74161,0.40183,59.13
2026-02-03 12:25:37,Sheet2,Manual MIR 6,Univariate,LightGBM,0.53517,16.68265,0.75160,46.48
2026-02-03 12:25:39,Sheet2,Manual MIR 6,Univariate,HistGB,0.52796,16.45777,0.74566,47.20
2026-02-03 12:25:39,Sheet2,Manual MIR 6,Univariate,ExpSmoothing,0.44848,13.98031,0.39597,55.15
2026-02-03 12:25:40,Sheet2,Manual MIR 6,Univariate,SARIMAX,0.44536,13.88287,0.39573,55.46
2026-02-03 12:25:40,Sheet2,Manual MIR 6,Multivariate,LightGBM,0.27285,8.50533,0.37341,72.72
2026-02-03 12:25:40,Sheet2,Manual MIR 6,Multivariate,XGBoost,0.29065,9.06012,0.35401,70.94
2026-02-03 12:25:40,Sheet2,Manual MIR 6,Multivariate,HistGB,0.28604,8.91666,0.42028,71.40
2026-02-03 12:25:40,Sheet2,Manual MIR 6,Multivariate,ExtraTrees,0.29580,9.22095,0.33400,70.42
2026-02-03 12:25:40,Sheet2,Manual MIR 6,Multivariate,Ridge,0.32804,10.22590,0.46206,67.20
2026-02-03 12:25:40,Sheet2,Manual MIR 6,Multivariate,Huber,0.31097,9.69369,0.39126,68.90
2026-02-03 12:25:41,Sheet2,Manual MIR 6,Multivariate,LightGBM,0.27133,8.45804,0.37341,72.87
2026-02-03 20:00:43,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 20:00:43,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 20:00:49,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-03 20:00:49,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-03 20:00:49,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-03 20:00:52,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-03 20:00:52,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-03 20:00:52,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-03 20:00:53,Sheet1,Canceled,Multivariate,LightGBM,0.71979,27.44812,0.80596,28.02
2026-02-03 20:00:54,Sheet1,Canceled,Multivariate,XGBoost,0.78617,29.97929,0.86241,21.38
2026-02-03 20:00:54,Sheet1,Canceled,Multivariate,HistGB,0.67406,25.70414,0.71703,32.59
2026-02-03 20:00:54,Sheet1,Canceled,Multivariate,ExtraTrees,0.57752,22.02284,0.48943,42.25
2026-02-03 20:00:54,Sheet1,Canceled,Multivariate,Ridge,0.58582,22.33933,0.50353,41.42
2026-02-03 20:00:54,Sheet1,Canceled,Multivariate,Huber,0.59250,22.59396,0.51047,40.75
2026-02-03 20:00:57,Sheet1,Canceled,Multivariate,ExtraTrees,0.56963,21.72181,0.48943,43.04
2026-02-03 20:01:51,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:01:51,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:01:51,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:01:51,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:06:57,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:06:57,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:06:57,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:06:57,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:13:40,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 20:13:40,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 20:13:46,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-03 20:13:46,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-03 20:13:46,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:13:46,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:13:46,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:13:46,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-03 20:13:46,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-03 20:13:51,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-03 20:13:51,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-03 20:13:51,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-03 20:13:52,Sheet1,Canceled,Multivariate,LightGBM,0.71022,27.08317,0.82619,28.98
2026-02-03 20:13:52,Sheet1,Canceled,Multivariate,XGBoost,0.86541,33.00111,0.95020,13.46
2026-02-03 20:13:53,Sheet1,Canceled,Multivariate,HistGB,0.67486,25.73476,0.70414,32.51
2026-02-03 20:13:53,Sheet1,Canceled,Multivariate,ExtraTrees,0.57084,21.76796,0.48869,42.92
2026-02-03 20:13:53,Sheet1,Canceled,Multivariate,Ridge,0.58582,22.33933,0.50353,41.42
2026-02-03 20:13:53,Sheet1,Canceled,Multivariate,Huber,0.59250,22.59396,0.51047,40.75
2026-02-03 20:13:55,Sheet1,Canceled,Multivariate,ExtraTrees,0.56289,21.46479,0.48869,43.71
2026-02-03 20:26:04,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 20:26:04,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-03 20:26:10,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-03 20:26:10,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-03 20:26:11,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-03 20:26:13,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-03 20:26:13,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-03 20:26:14,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-03 20:26:14,Sheet1,Canceled,Multivariate,LightGBM,0.69001,26.31248,0.76478,31.00
2026-02-03 20:26:15,Sheet1,Canceled,Multivariate,XGBoost,0.89713,34.21056,1.06130,10.29
2026-02-03 20:26:15,Sheet1,Canceled,Multivariate,HistGB,0.73818,28.14915,0.84326,26.18
2026-02-03 20:26:16,Sheet1,Canceled,Multivariate,ExtraTrees,0.57053,21.75638,0.48886,42.95
2026-02-03 20:26:16,Sheet1,Canceled,Multivariate,Ridge,0.58582,22.33933,0.50353,41.42
2026-02-03 20:26:16,Sheet1,Canceled,Multivariate,Huber,0.59250,22.59396,0.51047,40.75
2026-02-03 20:26:18,Sheet1,Canceled,Multivariate,ExtraTrees,0.56440,21.52232,0.48886,43.56
2026-02-04 10:36:34,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 10:36:34,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 10:36:44,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-04 10:36:44,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-04 10:36:45,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-04 10:36:47,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-04 10:36:47,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-04 10:36:48,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-04 10:36:49,Sheet1,Canceled,Multivariate,LightGBM,0.75137,28.65227,0.92612,24.86
2026-02-04 10:36:49,Sheet1,Canceled,Multivariate,XGBoost,1.05452,40.21239,1.13739,-5.45
2026-02-04 10:36:50,Sheet1,Canceled,Multivariate,HistGB,0.67526,25.74983,0.66363,32.47
2026-02-04 10:36:50,Sheet1,Canceled,Multivariate,ExtraTrees,0.57510,21.93033,0.51432,42.49
2026-02-04 10:36:50,Sheet1,Canceled,Multivariate,Ridge,0.58582,22.33933,0.50353,41.42
2026-02-04 10:36:50,Sheet1,Canceled,Multivariate,Huber,0.59250,22.59396,0.51047,40.75
2026-02-04 10:36:53,Sheet1,Canceled,Multivariate,ExtraTrees,0.56833,21.67224,0.51432,43.17
2026-02-04 10:38:38,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 10:38:38,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 10:38:48,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-04 10:38:49,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-04 10:38:49,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-04 10:38:52,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-04 10:38:52,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-04 10:38:53,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-04 10:38:53,Sheet1,Canceled,Multivariate,LightGBM,0.75117,28.64445,0.88176,24.88
2026-02-04 10:38:54,Sheet1,Canceled,Multivariate,XGBoost,1.00933,38.48908,1.04945,-0.93
2026-02-04 10:38:54,Sheet1,Canceled,Multivariate,HistGB,0.75682,28.85998,0.84385,24.32
2026-02-04 10:38:54,Sheet1,Canceled,Multivariate,ExtraTrees,0.56305,21.47082,0.48204,43.70
2026-02-04 10:38:54,Sheet1,Canceled,Multivariate,Ridge,0.58582,22.33933,0.50353,41.42
2026-02-04 10:38:54,Sheet1,Canceled,Multivariate,Huber,0.59250,22.59396,0.51047,40.75
2026-02-04 10:38:57,Sheet1,Canceled,Multivariate,ExtraTrees,0.55785,21.27254,0.48204,44.22
2026-02-04 10:40:30,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:40:30,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:40:30,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:40:30,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:43:19,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:43:19,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:43:19,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:43:19,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 10:43:33,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 10:43:33,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 10:43:43,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-04 10:43:43,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-04 10:43:44,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-04 10:43:47,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-04 10:43:47,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-04 10:43:47,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-04 10:43:48,Sheet1,Canceled,Multivariate,LightGBM,0.72185,27.52669,0.81534,27.81
2026-02-04 10:43:49,Sheet1,Canceled,Multivariate,XGBoost,0.87931,33.53087,1.02845,12.07
2026-02-04 10:43:50,Sheet1,Canceled,Multivariate,HistGB,0.69739,26.59389,0.67096,30.26
2026-02-04 10:43:50,Sheet1,Canceled,Multivariate,ExtraTrees,0.57656,21.98598,0.51051,42.34
2026-02-04 10:43:50,Sheet1,Canceled,Multivariate,Ridge,0.58582,22.33933,0.50353,41.42
2026-02-04 10:43:50,Sheet1,Canceled,Multivariate,Huber,0.59250,22.59396,0.51047,40.75
2026-02-04 10:43:53,Sheet1,Canceled,Multivariate,ExtraTrees,0.57097,21.77315,0.51051,42.90
2026-02-04 11:05:22,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 11:05:22,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 11:05:22,Sheet1,Closed incomplete,Univariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 11:05:22,Sheet1,Closed incomplete,Multivariate,Baseline_SMA,0.00000,0.00000,0.00000,100.00
2026-02-04 11:05:28,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 11:05:28,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 11:05:38,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-04 11:05:38,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-04 11:05:39,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-04 11:05:41,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-04 11:05:41,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-04 11:05:41,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-04 11:05:42,Sheet1,Canceled,Multivariate,LightGBM,0.77543,29.56978,0.94354,22.46
2026-02-04 11:05:42,Sheet1,Canceled,Multivariate,XGBoost,0.93068,35.49001,1.12159,6.93
2026-02-04 11:05:43,Sheet1,Canceled,Multivariate,HistGB,0.79497,30.31493,1.00469,20.50
2026-02-04 11:05:43,Sheet1,Canceled,Multivariate,ExtraTrees,0.56016,21.36079,0.50051,43.98
2026-02-04 11:05:43,Sheet1,Canceled,Multivariate,Ridge,0.58352,22.25151,0.50009,41.65
2026-02-04 11:05:43,Sheet1,Canceled,Multivariate,Huber,0.58622,22.35437,0.50382,41.38
2026-02-04 11:05:47,Sheet1,Canceled,Multivariate,ExtraTrees,0.55696,21.23890,0.50051,44.30
2026-02-04 11:09:18,Sheet1,Canceled,Univariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 11:09:18,Sheet1,Canceled,Multivariate,Baseline_SMA,0.59166,22.56190,0.35046,40.83
2026-02-04 11:09:28,Sheet1,Canceled,Univariate,TBATS,0.75901,28.94365,0.69177,24.10
2026-02-04 11:09:29,Sheet1,Canceled,Univariate,Prophet,0.63184,24.09426,0.62285,36.82
2026-02-04 11:09:29,Sheet1,Canceled,Univariate,LightGBM,0.60922,23.23147,0.48315,39.08
2026-02-04 11:09:32,Sheet1,Canceled,Univariate,HistGB,0.70784,26.99233,0.76055,29.22
2026-02-04 11:09:32,Sheet1,Canceled,Univariate,ExpSmoothing,0.62406,23.79744,0.53304,37.59
2026-02-04 11:09:32,Sheet1,Canceled,Univariate,SARIMAX,0.65663,25.03964,0.68834,34.34
2026-02-04 11:09:33,Sheet1,Canceled,Multivariate,LightGBM,0.78408,29.89975,0.98782,21.59
2026-02-04 11:09:33,Sheet1,Canceled,Multivariate,XGBoost,0.93081,35.49482,1.15549,6.92
2026-02-04 11:09:33,Sheet1,Canceled,Multivariate,HistGB,0.72743,27.73915,0.84739,27.26
2026-02-04 11:09:33,Sheet1,Canceled,Multivariate,ExtraTrees,0.55595,21.20010,0.47618,44.41
2026-02-04 11:09:33,Sheet1,Canceled,Multivariate,Ridge,0.58352,22.25151,0.50009,41.65
2026-02-04 11:09:33,Sheet1,Canceled,Multivariate,Huber,0.58622,22.35437,0.50382,41.38
2026-02-04 11:09:37,Sheet1,Canceled,Multivariate,ExtraTrees,0.55341,21.10350,0.47618,44.66
2026-02-04 11:34:03,Sheet1,Closed complete,Univariate,Baseline_SMA,0.49319,140.95238,0.41944,50.68
2026-02-04 11:34:03,Sheet1,Closed complete,Multivariate,Baseline_SMA,0.49319,140.95238,0.41944,50.68
2026-02-04 11:34:07,Sheet1,Closed complete,Univariate,TBATS,0.65420,186.97130,0.62692,34.58
2026-02-04 11:34:07,Sheet1,Closed complete,Univariate,Prophet,0.50268,143.66500,0.58758,49.73
2026-02-04 11:34:07,Sheet1,Closed complete,Univariate,LightGBM,0.49930,142.70065,0.44168,50.07
2026-02-04 11:34:10,Sheet1,Closed complete,Univariate,HistGB,0.50332,143.84883,0.46144,49.67
2026-02-04 11:34:10,Sheet1,Closed complete,Univariate,ExpSmoothing,0.41744,119.30421,0.51126,58.26
2026-02-04 11:34:10,Sheet1,Closed complete,Univariate,SARIMAX,0.43759,125.06272,0.53196,56.24
2026-02-04 11:34:10,Sheet1,Closed complete,Multivariate,LightGBM,0.50333,143.85105,0.54901,49.67
2026-02-04 11:34:10,Sheet1,Closed complete,Multivariate,XGBoost,0.44651,127.61270,0.50552,55.35
2026-02-04 11:34:11,Sheet1,Closed complete,Multivariate,HistGB,0.51870,148.24328,0.58450,48.13
2026-02-04 11:34:11,Sheet1,Closed complete,Multivariate,ExtraTrees,0.47175,134.82744,0.57117,52.82
2026-02-04 11:34:11,Sheet1,Closed complete,Multivariate,Ridge,0.36871,105.37829,0.37428,63.13
2026-02-04 11:34:11,Sheet1,Closed complete,Multivariate,Huber,0.34897,99.73612,0.32493,65.10
2026-02-04 11:34:12,Sheet1,Closed complete,Multivariate,Huber,0.32699,93.45266,0.32493,67.30
2026-02-05 15:06:36,Sheet1,meantemp,Univariate,Baseline_SMA,0.09747,2.99491,0.09417,90.25
2026-02-05 15:06:36,Sheet1,meantemp,Multivariate,Baseline_SMA,0.09747,2.99491,0.09417,90.25
2026-02-05 15:06:52,Sheet1,meantemp,Univariate,TBATS,0.20270,6.22826,0.20582,79.73
2026-02-05 15:06:52,Sheet1,meantemp,Univariate,Prophet,0.05982,1.83796,0.06266,94.02
2026-02-05 15:06:53,Sheet1,meantemp,Univariate,LightGBM,0.24627,7.56690,0.24568,75.37
2026-02-05 15:06:54,Sheet1,meantemp,Univariate,HistGB,0.26363,8.10041,0.26354,73.64
2026-02-05 15:06:54,Sheet1,meantemp,Univariate,ExpSmoothing,0.10345,3.17874,0.10822,89.65
2026-02-05 15:06:55,Sheet1,meantemp,Univariate,SARIMAX,0.11391,3.50011,0.11849,88.61
2026-02-05 15:21:31,Sheet1,meantemp,Univariate,Baseline_SMA,0.09747,2.99491,0.09417,90.25
2026-02-05 15:21:31,Sheet1,meantemp,Multivariate,Baseline_SMA,0.09747,2.99491,0.09417,90.25
2026-02-05 15:21:43,Sheet1,meantemp,Univariate,TBATS,0.20270,6.22826,0.20582,79.73
2026-02-05 15:21:43,Sheet1,meantemp,Univariate,Prophet,0.05982,1.83796,0.06266,94.02
2026-02-05 15:21:43,Sheet1,meantemp,Univariate,LightGBM,0.24627,7.56690,0.24568,75.37
2026-02-05 15:21:45,Sheet1,meantemp,Univariate,HistGB,0.26363,8.10041,0.26354,73.64
2026-02-05 15:21:45,Sheet1,meantemp,Univariate,ExpSmoothing,0.10345,3.17874,0.10822,89.65
2026-02-05 15:21:45,Sheet1,meantemp,Univariate,SARIMAX,0.11391,3.50011,0.11849,88.61
2026-02-05 15:26:43,Sheet1,meantemp,Univariate,Baseline_SMA,0.09747,2.99491,0.09417,90.25
2026-02-05 15:26:43,Sheet1,meantemp,Multivariate,Baseline_SMA,0.09747,2.99491,0.09417,90.25
2026-02-05 15:26:55,Sheet1,meantemp,Univariate,TBATS,0.20270,6.22826,0.20582,79.73
2026-02-05 15:26:56,Sheet1,meantemp,Univariate,Prophet,0.05982,1.83796,0.06266,94.02
2026-02-05 15:26:56,Sheet1,meantemp,Univariate,LightGBM,0.24627,7.56690,0.24568,75.37
2026-02-05 15:26:58,Sheet1,meantemp,Univariate,HistGB,0.26363,8.10041,0.26354,73.64
2026-02-05 15:26:58,Sheet1,meantemp,Univariate,ExpSmoothing,0.10345,3.17874,0.10822,89.65
